V1	V8	V9	V10	Q46	Q51	Q57	Q1	Q42	Q2_1	Q2_2	Q2_3	Q2_4	Q36_1	Q36_2	Q36_3	Q36_4	Q59_1	Q59_2	Q60_1	Q60_2	Q56	Q37_1	Q37_2	Q37_3	Q37_4	Q38	Q40	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q53	Q54	Q55	Q43	Q42.0	Q43.0	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q50	Q29	Q30	Q52_1	Q52_2	Q19	Q14	Q15	Q16	Q17	Q17_TEXT	Q18	Q3	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q33	Q39	Q44	Q34	Q41	Q35
R_6mtpEaKpT8Y9lid	4-21-2016__10:32:18_AM	4-21-2016__10:41:14_AM	1	1	1	1	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	"Time, staffing and number of credits required for other things."	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	4	4	5	5	4	4	5	5	4	4	4	3	3	4	NA	2	NA	3	5	1	2	5	2	4	NA	21	2	1	3	2	2	2	Biology	3	4	Biology 440 (cross listed as Microbiology 440 and as a graduate course called 540 in both biology and microbiology)	Loss of data to paywalls or incompatibilities in the format of the data.sOverwhelming amount of data that drowns inexperienced students	NA	0	NA	NA	NA
R_5anCvL25h485h2t	4-26-2016__10:25:05_AM	4-26-2016__10:46:37_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	4	5	5	5	4	5	5	4	4	4	2	2	2	NA	2	NA	2	5	1	2	5	2	4	NA	25	2	1	3	2	2	2	Biology	4	4	"BIO 306 Genetics-- Basic comprehensive undergrad genetics course with lab. Everything from molecular genetics to population genetics. BIO 432 Biology of Cancer-- upper-level elective course, no lab. A survey of the current knowledge of cancer biology. he course covers a wide range of cancer topics, including: characteristics of cancer cells, carcinogenesis, oncogenes and tumor suppressors, invasion, angiogenesis, metastasis, impact of cancer, epidemiology, inheritance, immunology, treatment, and prevenion."	Fear of using a computer for something other than social media or random google searches.  Fear of bioinformatics as a computer programming exercise.  Bioinformatics is boring.	NA	NA	NA	NA	NA
R_3dYcU8i8YCohbtb	4-18-2016__3:05:54_PM	4-18-2016__3:11:36_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	5	5	5	6	6	6	6	6	6	6	6	4	4	NA	NA	NA	3	5	1	2	5	2	4	NA	18	1	1	5	3	1	1	biology	1	2	NA	NA	NA	NA	NA	NA	NA
R_2hkBb8ybAAEyEL3	4-7-2016__10:06:36_AM	4-7-2016__10:14:49_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	"not enough time in the semester, my lack of expertise in software"	1	NA	1	see above	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	4	5	5	4	4	5	3	3	3	3	3	4	4	NA	1	"limited budget, no high performance computing, limited IT support"	3	5	1	2	5	2	4	NA	23	2	1	2	2	1	1	Dept of Biology	1	2	NA	"training/education of instructors, availability of computing power, availability of programming/coding skills, computer phobia"	NA	NA	NA	NA	NA
R_7NCrvwWNjPGv9Ix	4-19-2016__4:19:43_PM	4-19-2016__4:26:22_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	How to make it flow with information and not take up too much time away from learning the basic content.	2	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	3	3	3	3	3	2	2	2	2	3	2	3	3	NA	1	Tech support is very difficult especially with our budget cuts.	2	3	1	2	5	2	4	NA	22	4	1	1	2	2	NA	Biological Sciences	2	3	NA	Exposure to more of it.	NA	NA	NA	NA	NA
R_bCreYiwg7Lg4DWd	4-7-2016__10:48:43_AM	4-7-2016__11:07:21_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	My lack of knowledge of what is available and applicable to my courses and my lack of experience/expertise with bioinformatics.	1	NA	1	"It takes time to educate ourselves about bioinformatics beyond any limited amount we may use in our small research programs, but with all the other duties and responsibilities we have to put our time into, from planning, teaching, and assessing our course, to advising, to diversity issues, to student recruitment and student retention activities, to communication with the omnipresent email/texts, oh, and somewhere in there we are supposed to do some research.  Basically, there are more priorities than ther is time. It is difficult to make time to educate ourselves in any substantial way."	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	5	5	5	4	6	4	3	6	5	6	3	5	4	NA	1	Access to high performance computing and the IT support that would entail.	5	5	1	1	5	2	4	NA	23	3	1	2	2	1	1	Department of Biology	1	3	NA	Faculty training and expertise.  Access to computing resources.	NA	NA	NA	NA	NA
R_50FYFaSbjTBpnxP	4-18-2016__4:25:29_PM	4-18-2016__4:32:06_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	"Solid background in the informatics part of bioinformatics.  Also, access to funds for developing the projects/curriculum."	3	NA	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	5	5	4	4	4	4	4	4	4	3	3	4	NA	2	NA	3	5	1	1	6	2	2	NA	13	8	1	1	3	2	2	Science Department	2	1	NA	Keeping up with the trends and ensuring that we are providing what employers want.  We need to make sure that we are giving our students a background in both science and technology which will allow them to be successful not only with their knowledge but hw to apply what they have learned.	NA	NA	NA	NA	NA
R_86sKd3TlWfrmXPf	4-7-2016__10:26:26_AM	4-7-2016__10:31:52_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	Time and money.	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	3	5	5	3	4	4	3	3	3	3	1	2	2	Understanding the uses and limits of computational vs bench data.	2	NA	1	4	1	2	5	2	4	NA	22	2	1	2	2	1	1	Biology	1	2	NA	NA	NA	NA	NA	NA	NA
R_5Ay7O1l1RqfKtsV	4-25-2016__10:36:12_AM	4-25-2016__10:57:32_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	4	5	5	3	3	3	3	2	3	4	2	3	3	NA	2	NA	2	3	1	3	6	3	4	NA	15	2	1	2	2	2	2	Department of Biology	2	4	"Name: GeneticssDepartment: BiologysDescription: A standard undergraduate Genetics course. Some basic bioinformatics analyses are taught in the lab portion of the course Name: Molecular GeneticssDepartment: BiologysDescription: An upper level molecuar/genetics course with a focus on advanced genetic analyses and genomics. Bioinformatics was taught for several years as a 3-5 week unit in this course Name: Advanced Cell/Molecular LaboratorysDepartment: BiologysDescription: A new upper level cell/olecular lab course focusing on RNA and DNA analyses. Will be taught for the first time in the spring of 2017. Will include instruction in basic bioinformatics analyses (databases, annotation, sequence alignment, phylogenetics, protein structure/function rediction, etc.)"	Finding space/time in the curriculum.sFinding instructors with the necessary expertise.	NA	0	0	NA	NA
R_5zOPqy3zuKLe2rz	4-7-2016__11:04:16_AM	4-7-2016__11:13:45_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	We teach biology using a 1 semester system and this is not enough time. We would like the university to increase the credit fro 3 to 4 so that we can increase the time in class lecture. Budget cuts in the WIsconsin system are hingering this progress.	1	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	3	5	5	4	4	4	4	4	2	5	3	3	3	NA	2	NA	3	4	1	1	2	2	2	NA	24	3	1	3	1	2	1	Department of Biology	1	4	NA	"The instructors themselves lack the background. More workshops should be offerred to train them. This way, they are more comfortable in adding the content to the syllabus and in designing lab projects incorporating bioinformatics."	NA	NA	NA	NA	NA
R_d9UI3tYkgVIlsoZ	4-13-2016__2:12:35_PM	4-13-2016__2:15:45_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	6	6	6	4	4	4	6	4	1	1	1	1	3	NA	1	NA	2	3	1	1	6	3	4	NA	NA	2	1	3	2	2	2	NA	2	3	NA	NA	NA	NA	NA	NA	NA
R_3DTGRplupDznfKZ	4-18-2016__3:10:28_PM	4-18-2016__3:12:41_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5	2	4	NA	12	2	1	3	2	2	2	Department of Biology	2	3	NA	NA	NA	NA	NA	NA	"Bioinformatics should be integrated into cell/molecular biology curricula, not required for all majors, such as environmental science. Currently, universities are hiring bioinformatics people that cannot teach their students what plants look like out in te field."
R_0jgwdcuWjsF4eDr	4-7-2016__10:41:08_AM	4-7-2016__10:46:04_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	time needed to devote to other topics in the one biostats course we have	2	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	2	4	3	3	4	3	4	4	3	3	3	3	4	3	NA	2	NA	4	5	1	2	5	2	4	NA	33	2	1	2	2	1	1	bio	2	3	NA	a. interest in quantitative approaces andsb. comfort/competence in quanitatitve approaches in general	NA	NA	NA	NA	NA
R_d5njDhXXIw3UNMx	4-11-2016__2:01:54_PM	4-11-2016__2:08:20_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	3	4	4	2	2	2	2	2	3	3	3	3	4	NA	2	NA	3	4	1	1	5	2	4	NA	12	3	1	3	2	2	2	Biology	2	4	"Genetics, Biology sI am teaching a new course in the fall called Investigations in Genome Science that will incorporate more bioinformatics training and some research via the Genomic Education Partnership (Biology)sI also teach a M.S. level course in Biinformatics"	Getting students to embrace additional computer training/skills	NA	NA	NA	NA	NA
R_2mfXO6WQwwdBlqJ	4-7-2016__4:12:01_PM	4-7-2016__4:18:25_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	4	4	4	5	5	4	4	4	4	3	4	4	3	4	4	"integration of bioinformatics software and real life knowledge of molecular biology, ability to develop new software to solve existing problems"	NA	NA	3	3	1	2	2	2	4	NA	35	8	1	4	2	2	2	Biological Sciences	2	3	NA	We are perhaps two of the only programs in the USA offering bioinformatics major degree at the BS level. I have lot to say as department Chair about it and would be happy to share more thoughts if needed.	NA	NA	NA	NA	NA
R_1FyoTUYqt4at2rI	4-8-2016__4:18:06_PM	4-15-2016__6:07:50_PM	0	1	1	1	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	1	Biology faculty	1	Computational_Science_concentration_(satisfied_with_biology_electives_and_my_computational_biology_course)	2	NA	NA	NA	NA	NA	NA	1	4	4	4	5	4	3	3	3	3	3	3	3	5	4	2	"Understand the algorithms behind commonly used tools (ORF finding, sequence alignment, tree construction); understand the difference between an algorithm and a heuristic"	2	NA	4	4	1	2	5	2	4	NA	19	2	1	2	2	1	1	Department of Mathematics and Computer Science; Data Analytics Program	2	3	NA	NA	NA	NA	NA	NA	NA
R_2rCkgGeU2ZTvY6n	4-6-2016__4:18:02_PM	4-6-2016__4:29:12_PM	0	1	1	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	1	"Current credits in our department, dedicated computer-laboratory space, $$, concept of reducing credits to degree"	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	3	4	5	5	3	3	5	3	3	5	5	2	5	5	NA	1	IT on campus will not maintain the computers in department teaching labs the same as general use labs	3	3	1	1	5	2	4	NA	11	3	1	3	2	2	2	Dept of Biology	2	4	NA	NA	NA	NA	NA	NA	NA
R_22GnlC2NPLuawms	5-3-2016__8:29:56_PM	5-3-2016__8:32:59_PM	0	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	1	luc.edu/bioinformatics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0eOAry7oohRp6oB	4-25-2016__11:36:14_AM	4-25-2016__11:38:31_AM	0	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	Specificity of my expected course outcomes.	1	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bEhFdFEe0nGrutf	4-7-2016__11:26:55_AM	4-7-2016__5:55:05_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	students lack any basis for using bioinformatics at the level	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3qLvstZuixbHW3r	4-7-2016__10:12:04_AM	4-7-2016__12:18:34_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	Taught in other courses at this institution.	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1N8oHXktZP4ozJz	4-8-2016__1:38:10_PM	4-8-2016__1:39:20_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	"Time, expertise"	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_ba40lTxYOJ6xcoZ	4-12-2016__9:30:31_AM	4-12-2016__9:35:20_AM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	Insufficient background	3	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_brXNhtKJFTnIVeZ	4-7-2016__1:23:05_PM	4-7-2016__1:25:09_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	Not having materials available that would be useful/understandable to my students	3	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_38FZ4w0sK8civhH	4-7-2016__12:35:07_PM	4-7-2016__12:37:30_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	I would need to learn more about it myself.	3	NA	3	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_b4lACfOqugxfpVH	4-7-2016__10:11:20_AM	4-7-2016__10:13:36_AM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	Non majors lab course where their backgrounds are not as strong.	3	NA	1	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3yIybGhqObv4voV	4-18-2016__3:09:04_PM	4-18-2016__3:51:20_PM	0	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3rV9nEAJqMohVOC	4-8-2016__11:32:13_AM	4-8-2016__11:33:03_AM	0	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4Zyv7xaFFev1C3X	4-25-2016__3:27:23_PM	4-25-2016__3:28:38_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9tBuRvZUql6a7GZ	4-25-2016__10:53:20_AM	4-25-2016__10:54:48_AM	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4YPQFNCKKXP4RPn	4-7-2016__2:34:43_PM	4-7-2016__2:35:54_PM	0	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6DVoxk04V8uSW0t	4-7-2016__5:20:44_PM	4-7-2016__5:22:14_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cVmRtsxq7XFkeEZ	4-18-2016__2:59:51_PM	4-18-2016__3:01:18_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5dKhPepK5cbaqEZ	4-8-2016__7:08:00_AM	4-8-2016__7:10:47_AM	0	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5	2	4	NA	24	2	1	4	3	3	2	"Dept of Biol, Geol, & Env Science"	2	4	NA	NA	NA	NA	NA	NA	NA
R_0BOcj5hVCQtftSl	4-18-2016__2:54:26_PM	4-18-2016__2:58:16_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5BxB0PgmnEniLxr	4-7-2016__5:09:03_PM	4-7-2016__5:09:48_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bEE0G7inpnGjucJ	4-7-2016__7:46:09_PM	4-7-2016__7:47:16_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_123zd3m88dBmLp5	5-3-2016__11:26:31_PM	5-3-2016__11:28:46_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8oGXukkAn5EYp5r	4-7-2016__11:27:07_AM	4-7-2016__11:35:56_AM	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	5	5	5	3	3	3	4	2	2	2	4	5	4	NA	2	NA	3	5	1	1	5	2	4	NA	4	9	1	5	3	1	1	Department of Biology	1	2	"BIO 316: Introduction to Computational Biology, Biology Department  Course Description: Broad overview of computational biology/bioinformatics with a significant problem-solving component.  Significant hands-on practice will include using computationaltools to solve a variety of biological problems and an introduction to the Python programming language. Topics may include: database searching, sequence alignment, gene prediction, RNA and protein structure prediction, construction of phylogenetic trees, omparative and functional genomics.  Learning Outcomes:  s1) Understand the current scope of bioinformatics researchs2) Understand the position and role of computational analyses in the scientific methods3) Become familiar with commonly used biologial databases and software toolss4) Be able to select the appropriate data/tools for your research questions5) Evaluate and accurately interpret results obtained from bioinformatics analysess6) Use basic programming techniques to access and manipulate squence datas7) Understand the challenges and basic techniques for handling large datasetss8) Actively engage with primary literature that relies on computational/bioinformatics techniquess9) Develop the ability to approach biological problems in a quanitative fashion Student attitudes towards math and computer science!  In my experience, many BIO majors end up in biology because they know they like science, but they are scared of the math that physics or chemistry would require.  Convincing them that bioinformatics isuseful and that they can do it is an uphill battle."	NA	0	NA	NA	NA	NA
